# source: https://github.com/nflverse/nflverse-data/releases/download/weekly_rosters/roster_weekly_2025.csv
# fetched: 2026-09-02 (one-off plain fetch; recorded fixture — tests never touch the network)
# trimmed to: 2025 REG week 1, teams KC and ARI, every roster status (ACT/INA/RES/DEV/CUT/...). Header and rows verbatim.
season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2025,ARI,RB,RB,6,ACT,James Conner,James,Conner,1995-05-05,73,233,Pittsburgh,00-0033553,3045147,28a084c0-14df-499f-bd1f-b975603626b7,30218,11691,11860,ConnJa00,18983,4137,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g5yjordcmt76j0saytzb",RB,1,REG,A01,James,CON461999,44917,3200434f-4e46-1999-59e9-253cedeec3a5,2017,2017,PIT,105
2025,KC,TE,TE,85,ACT,Robert Tonyan,Robert,Tonyan,1994-04-30,77,237,Indiana State,00-0033757,2975674,7c9c7800-69d0-459b-812b-a07ac48e9f2a,30777,12389,12193,TonyRo00,19491,4602,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m8h8rzmxq4sjywitqnyb",TE,1,REG,A01,Robert,TON816385,45635,3200544f-4e81-6385-721e-9beac148ba1c,2017,2017,,
2025,KC,WR,WR,9,ACT,JuJu Smith-Schuster,John,Smith-Schuster,1996-11-22,73,215,USC,00-0033857,3120348,9547fbb1-0d4f-4d9e-83b9-e2fa30463bb9,30175,11877,11817,SmitJu00,18883,4040,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fmjrhk2zt9z22uifctv0",WR,1,REG,A01,JuJu,SMI829709,44874,3200534d-4982-9709-6877-2f8181b1e986,2017,2017,PIT,62
2025,KC,QB,QB,15,ACT,Patrick Mahomes,Patrick,Mahomes,1995-09-17,74,230,Texas Tech,00-0033873,3139477,11cad59d-90dd-449c-a839-dddaba4fe16c,30123,11839,11765,MahoPa00,18890,4046,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iireqbn32cpg9fn4sfy7",QB,1,REG,A01,Patrick,MAH401939,44822,32004d41-4840-1939-e4c1-bb89191b4e71,2017,2017,KC,10
2025,ARI,DB,SS,3,ACT,Budda Baker,Budda,Baker,1996-01-10,70,195,Washington,00-0033890,3127287,5ce20f3e-0f02-4f53-a2ef-5b076361f2b1,30149,11986,11791,BakeBu00,18927,4081,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ja3tkctpkfcschgpowoe",SAFETY,1,REG,A01,Budda,BAK070449,44848,32004241-4b07-0449-419d-4d7a3da71f8e,2017,2017,ARI,36
2025,ARI,WR,WR,17,ACT,Zay Jones,Isaiah,Jones,1995-03-30,74,200,East Carolina,00-0033891,3059722,a28f7368-0306-4d20-855f-285a1a09c09c,30150,11751,11792,JoneZa00,18926,4080,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qihjjzfk0vwzoyrzztkq",WR,1,REG,A01,Zay,JON403726,44849,32004a4f-4e40-3726-920b-837ea00d253e,2017,2017,BUF,37
2025,KC,RB,RB,29,ACT,Kareem Hunt,Kareem,Hunt,1995-08-06,71,216,Toledo,00-0033923,3059915,0ef0d0ca-2d2d-455b-ab63-a20c01303e37,30199,11739,11841,HuntKa00,18944,4098,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hktvzf8hiupoycyg1kmc",RB,1,REG,A01,Kareem,HUN308934,44898,32004855-4e30-8934-bd0d-d8d3d09b6aac,2017,2017,KC,86
2025,ARI,OL,G,76,INA,Will Hernandez,William,Hernandez,1995-09-02,75,327,Texas-El Paso,00-0034346,,,,,,,,,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbedq9brtbugivnybr3v",,1,REG,I01,Will,HER365408,46103,32004845-5236-5408-7dc7-59455fdc2c9d,2018,2018,NYG,34
2025,ARI,LB,OLB,10,ACT,Josh Sweat,Josh,Sweat,1997-03-29,77,253,Florida State,00-0034381,3693166,66a67b5d-500d-46e8-90c6-e2f127d38190,31101,12546,50120,SweaJo00,19918,4999,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zryjvbggvdlringt4vcn",EDGE,1,REG,A01,Josh,SWE031587,46199,32005357-4503-1587-1549-97ce6a8d1aa2,2018,2018,PHI,130
2025,ARI,DL,DT,92,RES,Bilal Nichols,Bilal,Nichols,1996-09-14,75,313,Delaware,00-0034387,3117922,0a6c2bfc-19a4-47f9-ba60-74265af6e947,31115,12711,28451,NichBi00,19930,5302,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ukjuxv7bxvbfnciod79v",,1,REG,R04,Bilal,NIC157723,46214,32004e49-4315-7723-15af-9c11ab40ab57,2018,2018,CHI,145
2025,ARI,OL,G,63,ACT,Evan Brown,Evan,Brown,1996-09-16,75,302,SMU,00-0034495,,,,,,,,,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tlw4pewhhoepd5998bg4",G,1,REG,A01,Evan,BRO430637,46679,32004252-4f43-0637-2be4-bec510785c52,2018,2018,,
2025,ARI,DL,DT,98,RES,Justin Jones,Justin,Jones,1996-08-28,75,309,N.C. State,00-0034677,3116746,c82a3f67-90b7-4cc8-ac3b-e6cf469cc541,31054,12785,48940,JoneJu03,19881,5063,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ocb2w64oodkdvukxcemy",,1,REG,R01,Justin,JON518335,46153,32004a4f-4e51-8335-7d6a-e6b7ff2e09ec,2018,2018,LAC,84
2025,KC,DL,DT,92,ACT,Derrick Nnadi,Derrick,Nnadi,1996-05-09,73,310,Florida State,00-0034818,3122930,a1182eb3-26cb-4d34-b29a-df673973f08b,31045,12971,49970,NnadDe00,19880,5035,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xv0cs6u9dacdh8yu3stt",INTERIOR_LINE,1,REG,A01,Derrick,NNA157287,46144,32004e4e-4115-7287-94ee-cd56344264cf,2018,2018,KC,75
2025,ARI,LB,ILB,2,ACT,Mack Wilson,Mack,Wilson,1998-02-14,73,240,Alabama,00-0035144,4040983,0790a8d6-5316-4204-91a6-8508ca48973b,31987,13609,43190,WilsMa03,20994,6131,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zjazfilpr7k2agiwqpxn",MLB,1,REG,A01,Mack,WIL747169,47938,32005749-4c74-7169-f251-e69c40d45765,2019,2019,CLE,155
2025,ARI,QB,QB,1,ACT,Kyler Murray,Kyler,Murray,1997-08-07,70,207,Oklahoma; Texas A&M,00-0035228,3917315,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,31833,13613,38334,MurrKy00,20889,5849,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flezsremqighwuiyu77f",QB,1,REG,A01,Kyler,MUR670413,47784,32004d55-5267-0413-8d36-a5c3fd781aa0,2019,2019,ARI,1
2025,KC,OL,T,74,ACT,Jawaan Taylor,Jawaan,Taylor,1997-11-25,77,312,Florida,00-0035237,,,,,,,,,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/honwntzfepzenss8uqhw",T,1,REG,A01,Jawaan,TAY349425,47818,32005441-5934-9425-ed94-9fc450b432bc,2019,2019,JAX,35
2025,ARI,DB,CB,23,RES,Sean Murphy-Bunting,Sean,Murphy-Bunting,1997-06-19,72,195,Central Michigan,00-0035239,3932886,f84bf885-d6ff-4fc8-8b6e-64bb3bceb17d,31871,13648,25891,BuntSe00,21050,6060,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ddyearvwzjb4jmunqlei",,1,REG,R05,Sean,BUN571021,47822,32004255-4e57-1021-66ef-1efc8a34ff51,2019,2019,TB,39
2025,ARI,OL,C,72,ACT,Hjalte Froholdt,Hjalte,Froholdt,1996-08-20,77,310,Arkansas,00-0035258,,,,,,,,,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w29pfmjsyr2ylmbvedol",C,1,REG,A01,Hjalte,FRO242081,47901,32004652-4f24-2081-4dce-09bac366d016,2019,2019,NE,118
2025,KC,LB,ILB,23,ACT,Drue Tranquill,Drue,Tranquill,1995-08-15,74,234,Notre Dame,00-0035262,3129310,d468dfe5-8ad2-4c8b-b7ba-0962316a2156,31962,13814,51276,TranDr00,20968,6141,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/azjrwh0rdddskgckydsq",MLB,1,REG,A01,Drue,TRA289059,47913,32005452-4128-9059-cb73-4eadedc51904,2019,2019,LAC,130
2025,KC,DL,DE,90,ACT,Charles Omenihu,Charles,Omenihu,1997-08-20,77,280,Texas,00-0035279,3929865,eff1c40e-715c-49c4-93d8-6155322c1205,31993,13791,50612,OmenCh00,20901,5934,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqdzy6rghyb0sywwbd8i",EDGE,1,REG,A01,Charles,OME565785,47944,32004f4d-4556-5785-8e80-6ad02cc085e2,2019,2019,HOU,161
2025,KC,QB,QB,17,ACT,Gardner Minshew,Gardner,Minshew,1996-05-16,73,225,Washington State,00-0035289,4038524,dabb52c0-455b-48fe-996b-abf758120623,32010,13741,41401,MinsGa00,20880,6011,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lggwtoj1m0jxxiawtzpw",,1,REG,A01,Gardner,MIN604610,47961,32004d49-4e60-4610-dc98-dcddea9bb1f6,2019,2019,JAX,178
2025,ARI,WR,WR,4,ACT,Greg Dortch,Greg,Dortch,1998-05-29,67,173,Wake Forest,00-0035500,4037235,4484c7d1-025a-4f26-8e9b-48503afb0c68,32523,13469,42237,DortGr01,21071,5970,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jt4lbkjxkkrw3f644sft",SLOT_WR,1,REG,A01,Greg,DOR793727,48646,3200444f-5279-3727-2597-c2d9a516585a,2019,2019,,
2025,ARI,OL,T,73,ACT,Jonah Williams,Jonah,Williams,1997-11-17,77,305,Alabama,00-0035629,,,,,,,,,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ton1hb2fidrdk6zv8erf",T,1,REG,A01,Jonah,WIL132676,47794,32005749-4c13-2676-fb3e-2b3d97cbfc66,2019,2019,CIN,11
2025,ARI,DL,DT,91,ACT,L.J. Collier,Lawrence,Collier,1995-09-12,74,291,TCU,00-0035636,3116449,9d546e3b-0eb3-4926-a5ef-eb5e48b9330e,31861,13751,48822,CollLJ00,21008,5861,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i39nt3smr30rgznvlal3",INTERIOR_LINE,1,REG,A01,L.J.,COL214397,47812,3200434f-4c21-4397-f757-46fb95d63f5e,2019,2019,SEA,29
2025,KC,WR,WR,5,ACT,Marquise Brown,Marquise,Brown,1997-06-04,69,170,Oklahoma; College of the Canyons,00-0035662,4241372,feeee40a-dd63-41a7-89cd-6c95b5456833,31857,13502,61568,BrowMa04,21045,5848,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ixuddegcphzmvjn4jq6r",SLOT_WR,1,REG,A01,Marquise,BRO413218,47808,32004252-4f41-3218-bf76-54f4042e0396,2019,2019,BAL,25
2025,KC,DL,DE,99,ACT,Jerry Tillery,Jerry,Tillery,1996-10-08,78,295,Notre Dame,00-0035674,3863182,9da6119d-b135-4b90-9f9d-7d08ab00b15d,31860,13757,49949,TillJe00,20967,6129,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hyof95ttrz9czoqaxac7",INTERIOR_LINE,1,REG,A01,Jerry,TIL189606,47811,32005449-4c18-9606-c437-604f05433c81,2019,2019,LAC,28
2025,KC,DB,FS,34,DEV,Mike Edwards,Mike,Edwards,1996-05-18,70,200,Kentucky,00-0035681,3155647,b2da84c5-e51c-47d8-bccc-888f8caaa8ad,31931,13789,51282,EdwaMi01,20748,5959,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bk3iu3ki1uhkalg3dt28",,1,REG,P07,Mike,EDW337482,47882,32004544-5733-7482-6117-be7ecaabc884,2019,2019,TB,99
2025,ARI,DB,FS,34,ACT,Jalen Thompson,Jalen,Thompson,1998-07-18,71,190,Washington State,00-0035705,4043089,56992f39-70e7-4b6a-86da-0a4776504e7a,32623,14330,49116,ThomJa04,21635,6711,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbb1sb2kkjlihuax2cud",SAFETY,1,REG,A01,Jalen,THO580436,49410,32005448-4f58-0436-7201-bda0fa091308,2019,2019,ARI,132
2025,ARI,P,P,12,ACT,Blake Gillikin,Blake,Gillikin,1998-01-21,74,196,Penn State,00-0035859,4045180,53213f81-77ad-48d0-9d42-00e3633b0e90,33112,14868,45045,GillBl00,22442,7467,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/idkikmdoy9mz7fw2dgl0",,1,REG,A01,Blake,GIL272181,52761,32004749-4c27-2181-1ded-dd496483a40d,2020,2020,,
2025,ARI,WR,WR,82,DEV,Andre Baccellia,Andre,Baccellia,1997-01-07,70,175,Washington,00-0035876,3886809,58266b36-fa48-4f51-b41c-909bf82748f3,32943,14942,47901,BaccAn00,22234,7233,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uaqykjil87rj71rkyz70",,1,REG,P01,Andre,BAC133180,52778,32004241-4313-3180-7b1e-26db2b1b1ffe,2020,2020,,
2025,KC,LB,ILB,48,DEV,Cole Christiansen,Cole,Christiansen,1997-07-30,73,225,Army,00-0035900,4036959,ae372a9d-6f85-4e37-a910-47fd77483ebc,32977,15080,43856,ChriCo00,22321,7329,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nrj9fpwkb4zt9jh2yjp9",,1,REG,P06,Cole,CHR366354,52802,32004348-5236-6354-c8ce-2c8fe7b2564d,2020,2020,,
2025,ARI,WR,WR,86,RES,Trishton Jackson,Trishton,Jackson,1998-03-09,73,191,Syracuse,00-0035934,4046715,9a2cd41e-a6e8-42d6-aad4-65c42939d733,33253,14402,41247,JackTr02,21725,7009,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0cz4kudel7ofcsgafn8",,1,REG,R01,Trishton,JAC607133,52836,32004a41-4360-7133-62ad-85715aaa5a52,2020,2020,,
2025,ARI,OL,G,60,DEV,Nick Leverett,Nick,Leverett,1997-11-11,76,310,Rice; North Carolina Central,00-0036105,,,,,,,,,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mm4gx4zriitdroyicczo",,1,REG,P07,Nick,LEV452663,53009,32004c45-5645-2663-e7d4-fa7e1dfad7ee,2020,2020,,
2025,ARI,LB,ILB,27,ACT,Akeem Davis-Gaither,Akeem,Davis-Gaither,1997-09-21,74,215,Appalachian State,00-0036298,3917142,d152b2d5-402d-47f4-a6d1-7870e5a32df5,32777,14661,34788,DaviAk01,21999,6860,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bh8mbyhyngomfqg3hf2a",MLB,1,REG,A01,Akeem,DAV816473,52515,32004441-5681-6473-4bbb-eb231ca69181,2020,2020,CIN,107
2025,ARI,TE,TE,47,DEV,Josiah Deguara,Josiah,Deguara,1997-02-14,74,240,Cincinnati,00-0036332,3914151,7874d188-0fcd-4af9-9289-27c27e2bbd16,32764,14629,47034,DeguJo00,21798,7050,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wivlyvbmlm0aogcvl2yz",,1,REG,P07,Josiah,DEG703400,52502,32004445-4770-3400-9fe2-3240dc1a9dab,2020,2020,GB,94
2025,KC,RB,RB,40,DEV,Clyde Edwards-Helaire,Clyde,Edwards-Helaire,1999-04-11,67,209,LSU,00-0036360,4242214,8aa01565-4481-443a-9951-642c98ded113,32702,14514,57279,EdwaCl00,21769,6820,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/er6tfnyxampiwn74zrui",,1,REG,P07,Clyde,EDW815562,52440,32004544-5781-5562-8963-df06e680f700,2020,2020,KC,32
2025,KC,DL,DE,51,ACT,Michael Danna,Michael,Danna,1997-12-04,74,255,Michigan,00-0036378,3915487,9e9d2934-a273-4e39-a413-d991d083297b,32847,14823,48415,DannMi00,22095,6958,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oiywq8es1rm2rjnpbouw",EDGE,1,REG,A01,Michael,DAN721566,52585,32004441-4e72-1566-ca4f-95bfe6dc7be6,2020,2020,KC,177
2025,KC,DB,CB,8,ACT,Kristian Fulton,Kristian,Fulton,1998-09-03,71,200,LSU,00-0036416,4035433,c87aaf5b-e1e9-4d18-b0f1-f328b646031d,32731,14443,42894,FultKr00,22084,6829,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gxh7dcqykzmo2nadvs5u",CB,1,REG,A01,Kristian,FUL733491,52469,32004655-4c73-3491-274a-7b3b8a1d4f92,2020,2020,TEN,61
2025,KC,OL,T,77,ACT,Jaylon Moore,Jaylon,Moore,1998-01-09,76,315,Western Michigan,00-0036557,,,,,,,,,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ggm20opgrljoqe4frwnt",TE,1,REG,A01,Jaylon,MOO391469,53584,32004d4f-4f39-1469-aeab-566a99739b64,2021,2021,SF,155
2025,KC,RB,RB,25,INA,Elijah Mitchell,Elijah,Mitchell,1998-05-02,70,221,Louisiana-Lafayette,00-0036567,4241555,8ba68abf-e9d2-4927-bf8d-476f271d840c,33582,15379,57272,MitcEl00,22535,7561,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xf383ph8bz6dpp0u9lcd",,1,REG,I01,Elijah,MIT257014,53623,32004d49-5425-7014-1099-952db785e3db,2021,2021,SF,194
2025,KC,LB,MLB,32,ACT,Nick Bolton,Nicholas,Bolton,2000-03-10,71,232,Missouri,00-0036621,4362759,83ad043c-d1e6-45b3-9e06-3f148538db46,33446,15286,81322,BoltNi00,22714,7648,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qwdpcmobp7qgdzqgltlr",MLB,1,REG,A01,Nick,BOL678301,53487,3200424f-4c67-8301-cd66-2b7e4543922a,2021,2021,KC,58
2025,KC,OL,C,52,ACT,Creed Humphrey,Creed,Humphrey,1999-06-28,76,316,Oklahoma,00-0036623,,,,,,,,,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ggz2h81ghybmrerlgdsq",C,1,REG,A01,Creed,HUM473083,53492,32004855-4d47-3083-2500-dde1ebaa729d,2021,2021,KC,63
2025,ARI,OL,G,71,CUT,Royce Newman,Royce,Newman,1997-08-17,77,305,Mississippi,00-0036631,,,,,,,,,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q35tnynrruh8sagqphep",,1,REG,A01,Royce,NEW463853,53571,32004e45-5746-3853-b19f-2eb725a7349f,2021,2021,GB,142
2025,KC,TE,TE,83,ACT,Noah Gray,Noah,Gray,1999-04-30,75,240,Duke,00-0036637,4240472,c97dfcb6-b999-476f-8487-f3848e92df17,33550,15459,60878,GrayNo00,21785,7828,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yugngcrdfxh0nwzl4zwp",SLOT_WR,1,REG,A01,Noah,GRA757316,53591,32004752-4175-7316-bcb6-64b110cf2e59,2021,2021,KC,162
2025,ARI,WR,WR,80,DEV,Simi Fehoko,Simione,Fehoko,1997-11-05,76,227,Stanford,00-0036646,4360739,3860693c-99a2-4484-99db-1d43e3ff7fd4,33567,15559,84424,FehoSi00,22645,7812,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kbnk59cdzp2opegnrom8",,1,REG,P01,Simi,FEH556867,53608,32004645-4855-6867-28d1-9272a231323b,2021,2021,DAL,179
2025,KC,OL,G,65,ACT,Trey Smith,Trey,Smith,1999-06-16,78,325,Tennessee,00-0036660,,,,,,,,,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tevu0zoswqcvyjtweopr",G,1,REG,A01,Trey,SMI764701,53655,3200534d-4976-4701-9935-2cd0c0d35dd1,2021,2021,KC,226
2025,KC,DL,DE,94,INA,Malik Herring,Malik,Herring,1997-11-09,75,277,Georgia,00-0036682,4259547,96d1c6e6-a450-476e-987b-c1e469c43f1b,33882,15361,56616,HerrMa02,22833,8001,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bic0n2ocrdgl57ygp8lj",,1,REG,I01,Malik,HER564752,53887,32004845-5256-4752-3f1a-38971faac140,2021,2021,,
2025,ARI,OL,T,64,DEV,Jake Curhan,Jake,Curhan,1998-02-09,78,330,California,00-0036795,,,,,,,,,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/acdrbi7oc0jrr89hfxqt",,1,REG,P07,Jake,CUR141470,54006,32004355-5214-1470-5995-0e1aa3754699,2021,2021,,
2025,KC,DL,DE,98,RES,Janarius Robinson,Janarius,Robinson,1998-05-04,77,260,Florida State,00-0036878,4035604,e97a02d1-666b-4df9-bfd4-c375002965c3,33522,15444,42447,RobiJa04,22852,7710,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ph291rxrgooqvaulao4i",,1,REG,R01,Janarius,ROB527009,53563,3200524f-4252-7009-8ff9-37432993ea17,2021,2021,MIN,134
2025,KC,DL,DT,96,ACT,Marlon Tuipulotu,Marlon,Tuipulotu,1999-05-31,74,305,USC,00-0036920,4243218,ca5028b1-d96f-4444-9855-46e1661b9d62,33577,15329,57035,TuipMa00,22773,7804,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ho9eokvcqvge4qdld2ie",INTERIOR_LINE,1,REG,A01,Marlon,TUI688947,53618,32005455-4968-8947-be40-2c3c836698ff,2021,2021,PHI,189
2025,ARI,RB,RB,22,DEV,Michael Carter,Michael,Carter,1999-05-07,68,200,North Carolina,00-0036924,4240657,7f119181-4c9f-4a9f-bccc-357277b64a8d,33495,15273,57337,CartMi03,22553,7607,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e1y7zhd7w3xbthodfa3m",,1,REG,P07,Michael,CAR716520,53536,32004341-5271-6520-cf4c-d6916bc87e00,2021,2021,NYJ,107
2025,ARI,LB,OLB,25,ACT,Zaven Collins,Zaven,Collins,1999-05-19,76,260,Tulsa,00-0036933,4244606,61fda7fc-a8d7-435f-9397-5657662cd6b2,33404,15288,77190,CollZa00,22697,7637,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kyzjrpamx2gfuumvpxai",EDGE,1,REG,A01,Zaven,COL712276,53445,3200434f-4c71-2276-ee5d-d6185f3c66ad,2021,2021,ARI,16
